code,dt
SH601877,2017-12-06
SH601881,2017-12-06
SH601888,2017-12-06
SH601899,2017-12-06
SH601901,2017-12-06
SH601919,2017-12-06
SH601939,2017-12-06
SH601958,2017-12-06
SH601985,2017-12-06
SH601988,2017-12-06
SH601997,2017-12-06
SH601998,2017-12-06
SH603160,2017-12-06
SH603858,2017-12-06
SH603993,2017-12-06
SZ000001,2017-12-06
SZ000002,2017-12-06
SZ000008,2017-12-06
SZ000060,2017-12-06
SZ000063,2017-12-06
SZ000069,2017-12-06
SZ000100,2017-12-06
SZ000157,2017-12-06
SZ000166,2017-12-06
SZ000333,2017-12-06
SZ000338,2017-12-06
SZ000402,2017-12-06
SZ000413,2017-12-06
SZ000415,2017-12-06
SZ000423,2017-12-06
SZ000425,2017-12-06
SZ000503,2017-12-06
SZ000538,2017-12-06
SZ000559,2017-12-06
SZ000568,2017-12-06
SZ000617,2017-12-06
SZ000623,2017-12-06
SZ000625,2017-12-06
SZ000627,2017-12-06
SZ000630,2017-12-06
SZ000651,2017-12-06
SZ000686,2017-12-06
SZ000709,2017-12-06
SZ000725,2017-12-06
SZ000728,2017-12-06
SZ000738,2017-12-06
SZ000750,2017-12-06
SZ000768,2017-12-06
SZ000776,2017-12-06
SZ000783,2017-12-06
SZ000792,2017-12-06
SZ000826,2017-12-06
SZ000839,2017-12-06
SZ000858,2017-12-06
SZ000876,2017-12-06
SZ000895,2017-12-06
SZ000938,2017-12-06
SZ000959,2017-12-06
SZ000961,2017-12-06
SZ000963,2017-12-06
SZ000983,2017-12-06
SZ000999,2017-12-06
SZ001979,2017-12-06
SZ002007,2017-12-06
SZ002024,2017-12-06
SZ002027,2017-12-06
SZ002044,2017-12-06
SZ002065,2017-12-06
SZ002074,2017-12-06
SZ002081,2017-12-06
SZ002142,2017-12-06
SZ002146,2017-12-06
SZ002153,2017-12-06
SZ002174,2017-12-06
SZ002202,2017-12-06
SZ002230,2017-12-06
SZ002236,2017-12-06
SZ002241,2017-12-06
SZ002252,2017-12-06
SZ002292,2017-12-06
SZ002304,2017-12-06
SZ002310,2017-12-06
SZ002352,2017-12-06
SZ002385,2017-12-06
SZ002415,2017-12-06
SZ002424,2017-12-06
SZ002426,2017-12-06
SZ002456,2017-12-06
SZ002465,2017-12-06
SZ002475,2017-12-06
SZ002500,2017-12-06
SZ002508,2017-12-06
SZ002555,2017-12-06
SZ002558,2017-12-06
SZ002594,2017-12-06
SZ002603,2017-12-06
SZ002673,2017-12-06
SZ002714,2017-12-06
SZ002736,2017-12-06
SZ002797,2017-12-06
SZ002831,2017-12-06
SZ002839,2017-12-06
SZ002841,2017-12-06
SZ300017,2017-12-06
SZ300024,2017-12-06
SZ300027,2017-12-06
SZ300033,2017-12-06
SZ300059,2017-12-06
SZ300070,2017-12-06
SZ300072,2017-12-06
SZ300124,2017-12-06
SZ300144,2017-12-06
SZ300251,2017-12-06
SZ300308,2017-12-06
SZ300315,2017-12-06
