code,dt
SH601633,2017-12-13
SH601668,2017-12-13
SH601669,2017-12-13
SH601688,2017-12-13
SH601699,2017-12-13
SH601718,2017-12-13
SH601727,2017-12-13
SH601766,2017-12-13
SH601788,2017-12-13
SH601800,2017-12-13
SH601818,2017-12-13
SH601857,2017-12-13
SH601866,2017-12-13
SH601877,2017-12-13
SH601881,2017-12-13
SH601888,2017-12-13
SH601899,2017-12-13
SH601901,2017-12-13
SH601919,2017-12-13
SH601939,2017-12-13
SH601958,2017-12-13
SH601985,2017-12-13
SH601988,2017-12-13
SH601997,2017-12-13
SH601998,2017-12-13
SH603160,2017-12-13
SH603858,2017-12-13
SH603993,2017-12-13
SZ000001,2017-12-13
SZ000002,2017-12-13
SZ000008,2017-12-13
SZ000060,2017-12-13
SZ000063,2017-12-13
SZ000069,2017-12-13
SZ000100,2017-12-13
SZ000157,2017-12-13
SZ000166,2017-12-13
SZ000333,2017-12-13
SZ000338,2017-12-13
SZ000402,2017-12-13
SZ000413,2017-12-13
SZ000415,2017-12-13
SZ000423,2017-12-13
SZ000425,2017-12-13
SZ000503,2017-12-13
SZ000538,2017-12-13
SZ000559,2017-12-13
SZ000568,2017-12-13
SZ000617,2017-12-13
SZ000623,2017-12-13
SZ000625,2017-12-13
SZ000627,2017-12-13
SZ000630,2017-12-13
SZ000651,2017-12-13
SZ000686,2017-12-13
SZ000709,2017-12-13
SZ000725,2017-12-13
SZ000728,2017-12-13
SZ000738,2017-12-13
SZ000750,2017-12-13
SZ000768,2017-12-13
SZ000776,2017-12-13
SZ000783,2017-12-13
SZ000792,2017-12-13
SZ000826,2017-12-13
SZ000839,2017-12-13
SZ000858,2017-12-13
SZ000876,2017-12-13
SZ000895,2017-12-13
SZ000938,2017-12-13
SZ000959,2017-12-13
SZ000961,2017-12-13
SZ000963,2017-12-13
SZ000983,2017-12-13
SZ000999,2017-12-13
SZ001979,2017-12-13
SZ002007,2017-12-13
SZ002024,2017-12-13
SZ002027,2017-12-13
SZ002044,2017-12-13
SZ002065,2017-12-13
SZ002074,2017-12-13
SZ002081,2017-12-13
SZ002142,2017-12-13
SZ002146,2017-12-13
SZ002153,2017-12-13
SZ002174,2017-12-13
SZ002202,2017-12-13
SZ002230,2017-12-13
SZ002236,2017-12-13
SZ002241,2017-12-13
SZ002252,2017-12-13
SZ002292,2017-12-13
SZ002304,2017-12-13
SZ002310,2017-12-13
SZ002352,2017-12-13
SZ002385,2017-12-13
SZ002415,2017-12-13
SZ002424,2017-12-13
SZ002426,2017-12-13
SZ002456,2017-12-13
SZ002465,2017-12-13
SZ002475,2017-12-13
SZ002500,2017-12-13
SZ002508,2017-12-13
SZ002555,2017-12-13
SZ002558,2017-12-13
SZ002594,2017-12-13
SZ002603,2017-12-13
SZ002673,2017-12-13
SZ002714,2017-12-13
SZ002736,2017-12-13
SZ002797,2017-12-13
SZ002831,2017-12-13
SZ002839,2017-12-13
SZ002841,2017-12-13
SZ300017,2017-12-13
SZ300024,2017-12-13
SZ300027,2017-12-13
SZ300033,2017-12-13
SZ300059,2017-12-13
SZ300070,2017-12-13
SZ300072,2017-12-13
SZ300124,2017-12-13
SZ300144,2017-12-13
SZ300251,2017-12-13
SZ300308,2017-12-13
SZ300315,2017-12-13
